epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1302.31,3.21937,3.69273,3.72512,0.35871,0.07973,0.02096,0.00688,2.45412,5.38642,3.04575,0.000473964,0.000473964,0.000473964
